depth	rop	wob	t-in	t-out	pit	press	misc	misc	misc	misc	misc	misc	misc	misc	misc	misc	misc	misc	misc	
87.00	60.00	1.97	90.50	90.46	654.46	553.01	-120.48	83.05	-1205.49	70.42	43.52	1.24	56.74	58.91	0.00	170.54	99.80	124.62	72.87	74.86	56.77	14.74	654.46	36.47	0.00	0.00	0.00	211.00	108.00	0.00	32.46	0.00	211.00	108.00	0.26	0.00	0.00	0.00	-11.71	0.00	0.00	0.00	1884.83	0.00	-42.38	-156.96	0	0.00	0.00	0.00	
88.83	66.39	1.89	90.46	90.46	647.39	549.96	-120.40	83.35	-1204.34	81.18	43.59	1.24	56.56	59.10	0.00	161.33	101.45	124.57	73.18	75.30	56.56	12.04	647.39	38.76	0.00	0.00	0.00	252.00	147.00	0.00	91.83	61.50	252.00	147.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1901.22	0.00	-42.39	-156.96	0	0.00	0.00	0.00	
89.86	61.40	1.89	90.42	90.42	648.24	548.05	-120.40	83.51	-1204.73	79.97	43.59	1.23	56.52	59.14	0.00	164.59	100.00	124.57	73.05	74.78	56.25	11.01	648.24	36.74	0.00	0.00	0.00	267.00	162.00	0.00	92.86	61.42	267.00	162.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1906.69	0.00	-42.39	-157.00	0	0.00	0.00	0.00	
90.00	60.00	1.97	90.50	90.46	654.46	553.01	-120.48	83.05	-1205.49	70.42	43.52	1.24	56.74	58.91	0.00	170.54	99.80	124.62	72.87	74.86	56.77	14.74	654.46	36.47	0.00	0.00	0.00	211.00	108.00	0.00	32.46	0.00	211.00	108.00	0.26	0.00	0.00	0.00	-11.71	0.00	0.00	0.00	1884.83	0.00	-42.38	-156.96	0	0.00	0.00	0.00	
91.83	66.39	1.89	90.46	90.46	647.39	549.96	-120.40	83.35	-1204.34	81.18	43.59	1.24	56.56	59.10	0.00	161.33	101.45	124.57	73.18	75.30	56.56	12.04	647.39	38.76	0.00	0.00	0.00	252.00	147.00	0.00	91.83	61.50	252.00	147.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1901.22	0.00	-42.39	-156.96	0	0.00	0.00	0.00	
92.86	61.40	1.89	90.42	90.42	648.24	548.05	-120.40	83.51	-1204.73	79.97	43.59	1.23	56.52	59.14	0.00	164.59	100.00	124.57	73.05	74.78	56.25	11.01	648.24	36.74	0.00	0.00	0.00	267.00	162.00	0.00	92.86	61.42	267.00	162.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1906.69	0.00	-42.39	-157.00	0	0.00	0.00	0.00	
93.88	65.69	1.82	90.42	90.38	648.21	550.34	-120.44	83.58	-1204.34	79.68	43.67	1.24	56.52	59.14	0.00	164.35	99.98	124.57	73.29	74.98	56.05	9.99	648.21	37.61	0.00	0.00	0.00	282.00	175.00	0.00	93.88	62.30	282.00	175.00	0.26	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1884.83	0.00	-42.39	-156.96	0	0.00	0.00	0.00	
94.90	65.60	1.82	90.38	90.34	646.01	549.58	-120.44	83.73	-1205.11	78.36	43.67	1.24	56.52	59.14	0.00	159.88	101.99	124.57	73.16	74.82	56.60	8.97	646.01	37.50	0.00	0.00	0.00	295.00	189.00	0.00	94.90	67.05	295.00	189.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1895.76	0.00	-42.39	-156.96	0	0.00	0.00	0.00	
95.92	69.22	1.89	90.34	90.30	646.29	551.86	-120.44	83.85	-1205.49	77.59	43.59	1.24	56.56	59.14	0.00	159.81	101.85	124.57	73.36	75.41	56.29	7.95	646.29	38.11	0.00	0.00	0.00	308.00	203.00	0.00	95.92	70.18	308.00	203.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1890.29	0.00	-42.39	-156.96	0	0.00	0.00	0.00	
96.94	66.45	1.89	90.30	90.27	646.86	552.63	-120.44	83.93	-1203.58	77.22	43.59	1.24	56.52	59.21	0.00	159.79	101.88	124.57	73.59	74.84	57.18	6.93	646.86	38.56	0.00	0.00	0.00	322.00	216.00	0.00	96.94	64.84	322.00	216.00	0.26	0.00	0.00	0.00	-11.69	0.00	0.00	0.00	1895.76	0.00	-42.39	-157.04	0	0.00	0.00	0.00	
97.95	64.18	1.82	90.23	90.23	646.87	547.29	-120.44	84.04	-1204.73	76.93	43.67	1.23	56.11	59.17	0.00	159.78	101.50	124.60	73.70	75.37	56.92	5.92	646.87	37.50	0.00	0.00	0.00	336.00	230.00	0.00	97.95	66.92	336.00	230.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1895.76	0.00	-42.38	-156.96	0	0.00	0.00	0.00	
98.97	67.65	1.82	90.19	90.19	646.69	548.81	-120.40	84.04	-1205.11	76.78	43.67	1.24	56.34	59.32	0.00	159.79	101.57	124.58	73.57	74.95	57.23	4.90	646.69	36.81	0.00	0.00	0.00	350.00	244.00	0.00	98.97	67.15	350.00	244.00	0.25	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1884.83	0.00	-42.39	-157.08	0	0.00	0.00	0.00	
99.98	66.26	1.97	90.15	90.11	646.95	548.81	-120.44	84.27	-1204.73	90.11	43.52	1.23	56.34	59.21	0.00	159.78	101.57	124.53	73.76	75.18	57.15	3.89	646.95	35.06	0.00	0.00	0.00	363.00	258.00	0.00	99.98	66.56	363.00	258.00	0.26	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1884.83	0.00	-42.39	-156.96	0	0.00	0.00	0.00	
100.99	66.13	2.12	90.08	90.04	647.26	547.67	-120.44	84.31	-1204.34	91.72	43.37	1.24	56.34	59.28	0.00	159.76	101.80	124.52	73.54	75.65	56.99	2.88	647.26	38.07	0.00	0.00	0.00	377.00	271.00	0.00	100.99	66.43	377.00	271.00	0.25	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1884.83	0.00	-42.39	-157.00	0	0.00	0.00	0.00	
102.00	66.13	1.82	90.00	90.11	679.75	547.67	-120.44	84.46	-1205.11	76.97	43.67	1.24	56.34	59.36	0.00	159.75	101.81	157.05	73.52	75.47	57.15	1.87	679.75	36.58	0.00	0.00	0.00	390.00	285.00	0.00	102.00	67.03	390.00	285.00	0.27	0.00	0.00	0.00	-11.70	0.00	0.00	0.00	1884.83	0.00	-42.39	-156.96	0	0.00	0.00	0.00	
103.01	66.04	1.66	89.96	89.96	647.36	544.62	-120.44	84.42	-1204.73	93.44	43.82	1.23	55.56	59.36	0.00	159.67	101.70	124.53	73.85	75.70	56.92	0.86	647.36	33.69	0.00	0.00	0.00	404.00	299.00	0.00	103.01	64.38	404.00	299.00	0.25	0.00	0.00	0.00	-11.69	0.00	0.00	0.00	1890.29	0.00	-42.39	-157.00	0	0.00	0.00	0.00	
104.05	47.72	1.44	89.50	89.43	644.64	552.24	-120.44	85.37	-1206.25	99.26	44.05	1.24	56.97	58.69	0.00	157.25	101.66	124.53	73.81	75.46	56.92	-0.17	644.64	37.46	0.00	0.00	0.00	534.00	427.00	0.00	104.05	118.05	534.00	427.00	0.26	0.00	0.00	0.00	-11.71	0.00	0.00	0.00	472.57	0.00	-42.39	-157.08	0	0.00	0.00	0.00	
105.05	67.88	1.44	89.50	89.39	644.38	549.96	-120.44	85.49	-1206.25	91.86	44.05	1.23	57.23	58.69	0.00	157.25	101.52	124.52	73.86	75.57	56.65	-1.18	644.38	32.01	0.00	0.00	0.00	544.00	437.00	0.00	105.05	94.20	544.00	437.00	0.26	0.00	0.00	0.00	-11.71	0.00	0.00	0.00	473.94	0.00	-42.39	-157.00	0	0.00	0.00	0.00	
